片名	上映年份	评分	评价人数	导演	编剧	主演	类型	国家/地区	语言	时长(分钟)
奇迹男孩	2017	8.6	465218	斯蒂芬·卓博斯基	斯蒂芬·卓博斯基 / 斯蒂夫·康拉德 / 杰克·索恩 / R·J·帕拉西奥	雅各布·特伦布莱 / 朱莉娅·罗伯茨 / 伊扎贝拉·维多维奇 / 欧文·威尔逊 / 诺亚·尤佩 / 丹妮尔·罗丝·拉塞尔 / 纳吉·杰特 / 戴维德·迪格斯 / 曼迪·帕廷金 / 布莱斯·吉扎尔 / 艾尔·麦金农 / 泰·孔西利奥 / 詹姆斯·休斯 / 凯尔·布瑞特科夫 / 米莉·戴维斯 / 莉娅·朱厄特 / 凯琳·布瑞特科夫 / 利亚姆·迪金森 / 艾玛·特伦布莱 / 马克·多兹劳 / 鲁奇娅·伯纳德 / J·道格拉斯·斯图瓦特 / 阿里·利伯特 / 埃丽卡·麦基特里克 / 本杰明·拉特纳 / 杰森·麦金农 / 索尼娅·布拉加 / 吉洁特	剧情 / 家庭 / 儿童	美国	英语	113
雨中曲	1952	9.0	167372	斯坦利·多南 / 吉恩·凯利	贝蒂·康登 / 阿多夫·格林	吉恩·凯利 / 唐纳德·奥康纳 / 黛比·雷诺斯 / 简·哈根 / 米勒德·米切尔 / 赛德·查里斯 / 达格拉斯·福雷 / 丽塔·莫雷诺 / 道恩·艾达丝 / John Albright / Betty Allen / Bette Arlen / David Bair / 玛格丽特·伯特 / Madge Blake / Gail Bonney / Chet Brandenburg / 梅·克拉克 / Harry Cody / Chick Collins / Pat Conway / Jeanne Coyne / Fred Datig Jr. / 凯·德利斯 / John Dodsworth / 金·多诺万 / Phil Dunham / 海伦·艾比罗克 / Richard Emory / Tommy Farrell / Ernie Flatt / 贝丝·弗劳尔斯 / 罗伯特·福捷 / Dan Foster / Robert Foulk / Eric Freeman / 凯瑟琳·弗里曼 / 兰斯·富勒 / 杰克·乔治 / John George / Inez Gorman / A. Cameron Grant / Beatrice Gray / William Hamel / 山姆·哈里斯 / Timmy Hawkins / Jean Heremans / 斯图尔特·霍姆斯 / 肯纳G.肯普 / 迈克·拉里 / 乔伊·兰辛 / William F. Leicester / Sylvia Lewis	喜剧 / 爱情 / 歌舞	美国	英语	103
魔女宅急便	1989	8.7	372400	宫崎骏	宫崎骏 / 角野荣子	高山南 / 佐久间玲 / 户田惠子 / 山口胜平 / 信泽三惠子 / 加藤治子 / 关弘子 / 三浦浩一 / 山寺宏一 / 井上喜久子 / 渊崎由里子 / 土井美加 / 土师孝也 / 浅井淑子 / 齐藤昌 / 西村知道 / 小林优子 / 池水通洋 / _亲八 / 大_明夫 / 坂本千夏 / 田口昂 / 键本景子 / 津贺有子 / 龟井芳子 / 丸山裕子	动画 / 奇幻 / 冒险	日本	日语	103
二十二	2015	8.7	238134	郭柯	纪录片	中国大陆	汉语普通话	中国	99分钟(公映版) 	99
海边的曼彻斯特	2016	8.6	391796	肯尼思·洛纳根	肯尼思·洛纳根	卡西·阿弗莱克 / 卢卡斯·赫奇斯 / 米歇尔·威廉姆斯 / C·J·威尔逊 / 凯尔·钱德勒 / 卡拉·海沃德 / 格瑞辰·摩尔 / 泰特·多诺万 / 埃里卡·麦克德莫特 / 希瑟·伯恩斯 / 蜜西·雅格 / 斯蒂芬·亨德森 / 本·汉森 / 玛丽·梅伦 / 安东尼·埃斯特拉 / 苏珊·波尔法 / 罗伯特·塞拉 / 卡罗琳·皮克曼 / 约什·汉密尔顿 / 肖恩·菲茨吉本 / 肯尼思·洛纳根 / 安娜·巴瑞辛尼科夫 / 利亚姆·麦克尼尔 / 马修·布罗德里克 / Kt·巴达萨罗 / 威廉·博恩凯塞尔 / 弗兰克·达戈斯蒂诺 / 托马斯·马里亚诺	剧情 / 家庭	美国	英语	137
虎口脱险	1966	8.9	193887	热拉尔·乌里	热拉尔·乌里 / 达妮埃尔·汤普森 / 马塞尔·朱利安 / 乔治·塔贝 / 安德烈·塔贝	路易·德·菲奈斯 / 布尔维尔 / 克劳迪奥·布鲁克 / 安德丽·帕里西 / 科莱特·布罗塞 / 迈克·马歇尔 / 玛丽·马凯 / 皮埃尔·贝尔坦 / 本诺·施特岑巴赫 / 玛丽·杜布瓦 / 特里-托马斯 / 西戈德·拉普 / 赖因哈德·科尔德霍夫 / 赫尔穆特·施奈德 / 保罗·普雷博伊斯特 / 汉斯·迈尔 / 居伊·格罗索 / 米歇尔·莫多 / 彼得·雅各布 / 吕迪·勒努瓦 / 诺埃尔·达扎尔 / 皮埃尔·鲁塞尔 / 皮埃尔·巴斯蒂安 / 雅克·萨布隆 / 玛格·阿夫里尔 / 雅克·博杜因 / 加布里埃尔·戈班 / 保罗·梅塞 / 亨利·热内斯	喜剧 / 战争	法国	法语 	132
人工智能	2001	8.7	356219	史蒂文·斯皮尔伯格	布莱恩·奥尔迪斯 / 伊恩·沃森 / 史蒂文·斯皮尔伯格	海利·乔·奥斯蒙 / 弗兰西丝·奥康纳 / 山姆·洛巴兹 / 杰克·托马斯 / 裘德·洛 / 威廉·赫特 / 肯·梁 / 克拉克·格雷格 / 凯文·苏斯曼 / 汤姆·加洛普 / 尤金·奥斯门特 / 艾普尔·格雷斯 / 马特·温斯顿 / 萨布丽娜·格德维奇 / 西奥·格林利	剧情 / 科幻	美国	英语	146
房间	2015	8.8	317501	伦尼·阿伯拉罕森	艾玛·多诺霍	布丽·拉尔森 / 雅各布·特伦布莱 / 肖恩·布里吉格斯 / 温迪·古逊 / 阿曼达·布鲁盖尔 / 乔·平格 / 琼·艾伦 / 卡斯·安瓦尔 / 威廉姆·H·梅西 / 兰道尔·爱德华 / 罗德里戈-费尔南德斯-斯托尔 / 罗里·奥谢 / 汤姆·麦卡穆斯 / 杰克·富尔顿 / 梅根·帕克	剧情 / 家庭	爱尔兰	英语	118
2001太空漫游	1968	8.8	236823	斯坦利·库布里克	亚瑟·克拉克 / 斯坦利·库布里克	凯尔·杜拉 / 加里·洛克伍德 / 威廉姆·西尔维斯特 / 丹尼尔·里希特 / 雷纳德·洛塞特 / 罗伯特·比提 / 肖恩·沙利文 / 艾德·毕肖普 / 格伦·贝克 / 艾伦·吉福德 / 安·吉利斯	科幻 / 惊悚 / 冒险	英国	英语 	149
色，戒	2007	8.5	565497	李安	王蕙玲 / 詹姆斯·夏慕斯 / 张爱玲	梁朝伟 / 汤唯 / 陈冲 / 王力宏 / 庹宗华 / 朱芷莹 / 高英轩 / 柯宇纶 / 阮德锵 / 钱嘉乐 / 苏岩 / 何赛飞 / 宋茹惠 / 樊光耀 / 卢燕 / 刘洁 / 余娅 / 王琳 / 王侃 / 竹下明子 / 阿努潘·凯尔	剧情 / 爱情 / 情色	中国	汉语普通话 	158
城市之光	1931	9.3	107815	查理·卓别林	查理·卓别林 / Harry Clive / 哈里·克罗克	查理·卓别林 / 弗吉尼亚·切瑞尔 / 佛罗伦斯·李 / 亨利·伯格曼 / 珍·哈露	剧情 / 喜剧 / 爱情	美国	英语	87
可可西里	2004	8.8	239420	陆川	陆川	多布杰 / 张垒 / 奇道 / 赵雪莹 / 马占林 / 赵一穗	剧情 / 犯罪	中国	汉语普通话 	85
罗生门	1950	8.8	247537	黑泽明	黑泽明 / 桥本忍 / 芥川龙之介	三船敏郎 / 京町子 / 森雅之 / 志村乔 / 千秋实 / 上田吉二郎 / 本间文子 / 加东大介	剧情 / 悬疑 / 犯罪	日本	日语	88
终结者2：审判日	1991	8.7	282749	詹姆斯·卡梅隆	詹姆斯·卡梅隆 / 小威廉·威谢尔	阿诺·施瓦辛格 / 琳达·汉密尔顿 / 爱德华·福隆 / 罗伯特·帕特里克 / 阿尔·伯恩 / 乔·莫顿 / 埃帕莎·默克森 / 卡斯图罗·格雷拉 / 丹尼·库克塞 / 詹妮特·戈德斯坦恩 / 山德·贝克利 / 莱思莉·汉密尔顿·格伦 / 彼得·舒鲁姆 / 唐·雷克 / 吉姆·帕尔默 / 格温达·迪肯 / 科林·帕特里克·林奇 / 妮基·考克斯 / 德沃恩·尼克森 / 阿卜杜勒·萨拉姆·埃尔·拉扎克 / 迈克·马斯喀特 / 迪恩·诺里斯 / 查尔斯·A·坦伯罗 / 丹尼·皮尔斯 / 马克·克里斯托弗·劳伦斯 / 林凡  / 乔尔·克莱默 / 斯科特·肖 / 史文-欧尔·托尔森 / 小威廉·威谢尔 / Ken Gibbel / Robert Winley / Michael Edwards / Don Stanton / Dan Stanton / Lisa Brinegar / Dalton Abbott / Bret A. Arnold / Martin Deluca	动作 / 科幻	美国	英语 	137
初恋这件小事	2010	8.4	833446	普特鹏·普罗萨卡·那·萨克那卡林 / 华森·波克彭	普特鹏·普罗萨卡·那·萨克那卡林	平采娜·乐维瑟派布恩 / 马里奥·毛瑞尔 / 苏达拉·布查蓬 / 雅尼卡·桑普蕾舞 / 诺特·阿查拉那·阿瑞亚卫考 / 皮拉瓦特·赫拉巴特 / 普特鹏·普罗萨卡·那·萨克那卡林 / 华森·波克彭	剧情 / 喜剧 / 爱情	泰国	泰语 	118
波西米亚狂想曲	2018	8.7	467051	布莱恩·辛格	安东尼·麦卡滕 / 皮特·摩根	拉米·马雷克 / 本·哈迪 / 约瑟夫·梅泽罗 / 格威利姆·李 / 艾伦·里奇 / 露西·宝通 / 艾丹·吉伦 / 汤姆·霍兰德 / 麦克·梅尔斯 / 阿隆·麦克卡斯克 / 梅内卡·达斯 / 迪基·博 / 蒂姆· 普莱斯特 / 杰克·罗思 / 马克斯·班内特 / 基兰·哈德卡斯托 / 罗斯·格林 / 布鲁斯·麦克金伦 / 米歇尔·邓肯 / 马特·格林伍德 / 罗茜·本杰明 / 约翰·奥特曼 / 詹姆斯·华莱士 / 文森特·阿德里安 / 拉斯科·阿特金斯 / 乔纳森·奇塔姆 / 迈克尔·科布 / 耶稣·加洛 / 亚当·兰伯特 / 豪尔赫·莱昂·马丁内斯 / 杰森· 莱恩斯 / 伊斯雷尔·鲁兹	剧情 / 同性 / 音乐 / 传记	英国	英语	135
大佛普拉斯	2017	8.7	330468	黄信尧	黄信尧	庄益增 / 陈竹_ / 戴立忍 / 张少怀 / 陈以文 / 纳豆 / 丁国琳 / 李永丰 / 朱约信 / 雷婕熙 / 林美秀 / 小亮哥 / 游安顺 / 梁赫群 / 脱线 / 郑宇彤 / 鲁文学	剧情 / 喜剧	中国	闽南语 	102
魂断蓝桥	1940	8.8	225318	茂文·勒鲁瓦	塞缪尔·N·贝尔曼 / 汉斯·拉莫 / 乔治·弗罗斯切尔 / 罗伯特·E·舍伍德	费雯·丽 / 罗伯特·泰勒 / 露塞尔·沃特森 / 弗吉尼亚·菲尔德 / 玛丽亚·彭斯卡娅 / C.奥布雷·史密斯 / Janet Shaw / Janet Waldo / Steffi Duna / Virginia Carroll / Eleanor Stewart / Lowden Adams / Harry Allen / Jimmy Aubrey / Phyllis Barry / Colin Campbell / 丽塔·卡莱尔 / 里奥.G.卡罗尔 / 戴维·卡文迪什 / 大卫·克莱德 / 汤姆·康威 / Frank Dawson / Connie Emerald / Gilbert Emery / 赫伯特·埃文斯 / 迪克·戈登 / Denis Green / 艾塞尔·格里菲斯 / Bobby Hale / Winifred Harris / 哈利韦尔·霍布斯 / Harold Howard / Charles Irwin / George Kirby / Walter Lawrence / 威尔弗雷德·卢卡斯 / Dan Maxwell / James May / Florine McKinney / Charles McNaughton / Frank Mitchell / 埃德蒙·莫蒂默 / 伦纳德米迪 / 坦普·皮戈特 / John Power / Clara Reid / Paul Scardon / 约翰·格雷厄姆·斯佩西 / Wyndham Standing / 哈里·斯塔布斯 / Cyril Thornton / 戴维·瑟斯比 / 诺玛·威登 / 帕特·威尔士 / 玛莎·温特沃思 / Frank Whitbeck / Eric Wilton / 罗伯特·温克勒 / 道格拉斯·伍德	剧情 / 爱情 / 战争	美国	英语 	108
遗愿清单	2007	8.7	321651	罗伯·莱纳	贾斯汀·扎克汉姆	杰克·尼科尔森 / 摩根·弗里曼 / 西恩·海耶斯 / 贝弗利·陶德 / 罗伯·莫洛 / 阿方索·弗里曼 / 罗文娜·金 / 韦尔达·布里奇斯 / 伊恩·安东尼·代尔 / 詹妮弗·迪弗朗西斯科 / 安吉拉·加德纳 / 诺尔·古格雷米 / 乔纳森·赫尔南德斯 / 休·B·赫鲁伯 / 理查德·麦克格纳格尔 / 丸山凯伦 / 安波米德 / 尼基·诺瓦克 / 克里斯托弗·斯塔普勒顿 / 泰勒.安.汤普森 / 亚历克斯·崔贝克 / Annton Berry Jr. / Destiny Brownridge / Brian Copeland / 乔丹·朗德 / Jonathan Mangum / Serena Reeder / MaShae Alderman / Vin Scully	剧情 / 喜剧 / 冒险	美国	英语	97
牯岭街少年杀人事件	1991	8.9	210099	杨德昌	杨德昌 / 赖铭堂 / 杨顺清 / 鸿鸿	张震 / 杨静怡 / 张国柱 / 王启赞 / 林鸿铭 / 金燕玲 / 王_ / 张翰 / 姜秀琼 / 赖梵耘 / 柯宇纶 / 谭志刚 / 冯国强 / 陈湘琪 / 金士杰	剧情 / 犯罪	中国	汉语普通话 	237
源代码	2011	8.5	670790	邓肯·琼斯	本·雷普利	杰克·吉伦哈尔 / 维拉·法米加 / 米歇尔·莫纳汉 / 杰弗里·怀特 / 拉塞尔·皮特斯 / 詹姆斯·A·伍兹 / 迈克尔·阿登 / 乔·柯布登  / 卡斯·安瓦尔	科幻 / 悬疑 / 惊悚	美国	英语	93
新龙门客栈	1992	8.6	357408	李惠民	徐克 / 张炭 / 吕晓禾 / 司徒慧焯 / 何冀平 / 苏叔阳	张曼玉 / 林青霞 / 梁家辉 / 甄子丹 / 熊欣欣 / 刘洵 / 任世官 / 吴启华 / 袁祥仁 / 徐锦江 / 郑希怡 / 王彤川 / 王伟顺 / 蔡浩	动作 / 爱情 / 武侠 / 古装	中国	汉语普通话 	88
青蛇	1993	8.6	414933	徐克	李碧华 / 徐克	张曼玉 / 王祖贤 / 赵文卓 / 吴兴国 / 马精武 / 田丰 / 刘洵	剧情 / 爱情 / 奇幻 / 古装	中国	粤语 	99
无耻混蛋	2009	8.6	386152	昆汀·塔伦蒂诺	昆汀·塔伦蒂诺	布拉德·皮特 / 梅拉尼·罗兰 / 克里斯托弗·瓦尔兹 / 伊莱·罗斯 / 迈克尔·法斯宾德 / 黛安·克鲁格 / 丹尼尔·布鲁赫 / 蒂尔·施威格 / 哥德昂·布克哈德 / 雅基·伊多 / B·J·诺瓦克 / 奥玛·杜姆 / 奥古斯特·迪赫 / 德尼·梅诺谢 / 西尔维斯特·格罗特 / 蕾雅·赛杜	剧情 / 犯罪	德国	英语 	153
疯狂的麦克斯4：狂暴之路	2015	8.6	420530	乔治·米勒	乔治·米勒 / 布伦丹·麦卡锡 / 尼克·拉图里	汤姆·哈迪 / 查理兹·塞隆 / 尼古拉斯·霍尔特 / 休·基斯-拜恩 / 乔什·赫尔曼 / 内森·琼斯 / 佐伊·克罗维兹 / 罗茜·汉丁顿-惠特莉 / 丽莉·吉欧 / 阿比·丽 / 考特尼·伊顿 / 安格斯·桑普森 / 理查德·卡特 / 梅根·盖尔 / 肖恩·哈普	动作 / 科幻 / 冒险	澳大利亚	英语 	120
燃情岁月	1994	8.8	237084	爱德华·兹威克	威廉·D·威特利夫 / 吉姆·哈里森 / 苏珊·希利迪	布拉德·皮特 / 安东尼·霍普金斯 / 艾丹·奎因 / 朱莉娅·奥蒙德 / 亨利·托马斯 / 卡琳娜·隆巴德 / 坦图·卡丁诺 / 高登·图托西斯 / 克里斯蒂娜·皮克勒斯 / 约翰·诺瓦克 / 肯尼斯·威尔什 / 尼格尔·本内特 / 基根·麦金托什 / 埃里克·约翰逊 / 兰德尔·斯莱文 / 大卫·卡耶 / 查尔斯·安德烈 / 肯·科齐格 / 温妮·孔 / 巴特熊 / 格雷格·福西特 / 加里·A·赫克 / 马修·罗伯特·凯利	剧情 / 爱情 / 战争 / 西部	美国	英语 	133
血钻	2006	8.7	295258	爱德华·兹威克	查尔斯·里维特	莱昂纳多·迪卡普里奥 / 杰曼·翰苏 / 詹妮弗·康纳利 / 阿诺德·沃斯洛 / 大卫·哈雷伍德 / 吉米·米斯特雷 / 麦克·辛 / 史蒂芬·柯林斯	剧情 / 惊悚 / 冒险	美国	英语 	143
海洋	2009	9.1	138663	雅克·贝汉 /  雅克·克鲁奥德	克里斯托夫·谢松 /  雅克·克鲁奥德 / 洛朗·德巴 / 斯特凡纳·迪朗 / 洛朗·戈德 / 雅克·贝汉 / 弗朗索瓦·萨兰诺	皮尔斯·布鲁斯南 / 小佩德罗·阿门达里斯 / 雅克·贝汉 / 宫泽理惠 / 马蒂亚斯·勃兰特 / 阿尔多 / 兰斯洛特·佩林 / Manolo Garcia	纪录片	法国	法语	104
步履不停	2008	8.8	214565	是枝裕和	是枝裕和	阿部宽 / 夏川结衣 / 江原由希子 / 高桥和也 / 田中祥平 / 野本萤 / 林凌雅 / 寺岛进 / 加藤治子 / 树木希林 / 原田芳雄	剧情 / 家庭	日本	日语	115
穿越时空的少女	2006	8.6	321714	细田守	奥寺佐渡子 / 筒井康隆	仲里依纱 / 石田卓也 / 板仓光隆 / 垣内彩未 / 谷村美月 / 关户优希 / 桂歌若 / 安藤绿 / 立木文彦 / 山本圭子 / 反田孝幸 / 谷川清美 / 汤屋敦子 / 松田洋治 / 中村正 / 原沙知绘	剧情 / 爱情 / 科幻 / 动画	日本	日语	98
谍影重重2	2004	8.7	289666	保罗·格林格拉斯	罗伯特·鲁德鲁姆 / 托尼·吉尔罗伊	马特·达蒙 / 布莱恩·考克斯 / 琼·艾伦 / 卡尔·厄本 / 弗朗卡·波滕特 / 朱丽娅·斯蒂尔斯 / 加布里埃尔·曼 / 马尔顿·索克斯 / 汤姆·加洛普 / 约翰·贝德福德·劳埃德 / 伊桑·桑德勒 / 米歇尔·莫纳汉 / 卡瑞尔·罗登 / 托马斯·阿拉纳 / 奥莎娜·阿金什那 / Yevgeni Sitokhin / 蒂姆·格里芬 / 肖恩·史密斯 / 马克西姆·科瓦莱夫斯基 / 帕特里克·克劳利 / 乔恩·科林·巴克利 / 谢恩·辛努特科 / Claudio Maniscalco / Dirk Schoedon / 伊万·舍甫多夫 / 丹尼斯·布尔加兹列夫 / Nick Wilder / 维克多·阿尔菲 / 埃莱娜·卡多纳 / 克里斯·库珀	动作 / 悬疑 / 惊悚	美国	英语 	108
彗星来的那一夜	2013	8.5	421411	詹姆斯·沃德·布柯特	詹姆斯·沃德·布柯特 / 亚历克斯·马努吉安	艾米丽·芭尔多尼 / 莫瑞·史特林 / 尼古拉斯·布兰登 / 劳伦·斯卡法莉娅 / 伊丽莎白·格瑞斯 / 雨果·阿姆斯特朗 / 亚历克斯·马努吉安 / 劳伦·马赫	科幻 / 悬疑 / 惊悚	美国	英语	89
阿飞正传	1990	8.5	402506	王家卫	王家卫	张国荣 / 张曼玉 / 刘嘉玲 / 刘德华 / 张学友 / 潘迪华 / 梁朝伟	剧情 / 爱情 / 犯罪	中国	粤语 	94
完美陌生人	2016	8.5	443920	保罗·杰诺维塞	保罗·杰诺维塞 / 菲利波·博洛尼亚 / 保罗·克斯泰拉 / 宝拉·马米妮 / 罗兰多·拉维洛	马可·贾利尼 / 卡夏·斯穆特尼亚克 / 爱德华多·莱奥 / 阿尔芭·洛尔瓦彻 / 瓦莱里奥·马斯坦德雷亚 / 安娜·福列塔 / 朱塞佩·巴蒂斯通	剧情 / 喜剧	意大利	意大利语	97
战争之王	2005	8.7	287138	安德鲁·尼科尔	安德鲁·尼科尔	尼古拉斯·凯奇 / 布丽姬·穆娜 / 杰瑞德·莱托 / 伊安·霍姆 / 伊桑·霍克 / 叶夫盖尼·拉扎列夫 / 伊默恩·沃克 / 塔尼特·菲尼克斯	剧情 / 犯罪	美国	英语 	122
地球上的星星	2007	8.9	169780	阿米尔·汗	阿莫尔·古普特	达席尔·萨法瑞 / 阿米尔·汗 / 塔奈·切赫达 / 萨谢·英吉尼尔 / 蒂丝卡·乔普拉 / 维品·沙尔马 / 拉利塔·拉伊米 / 吉里贾·奥克 / 拉维·汗维尔卡尔 / 普拉蒂玛·库尔卡尼 / 梅娜·马里克 / 索纳利·萨查德夫 / 桑贾伊·达迪克 / 拉加·戈帕尔·耶尔 / 布格斯·巴尔加瓦 / 尚卡尔·萨查德夫 / M·K·拉伊纳	剧情 / 家庭 / 儿童	印度	印地语 	165
东京教父	2003	9.0	143507	今敏	今敏 / 信本敬子	江守彻 / 梅垣义明 / 冈本绫 / 饭_昭三 / 加藤精三 / 石丸博也 / 槐柳二 / 屋良有作 / 寺濑今日子 / 能登麻美子 / 大_明夫 / 小山力也 / 宇垣秀成 / 小形满 / 芝原智矢子 / 竹口安芸子 / 伊藤和晃 / 古田信幸 / 汤屋敦子 / 堀川仁 / 风间勇刀 / 最上嗣生 / 园部好德 / 川濑晶子 / 宫崎晋永 / 矢原加奈子 / 柴田理惠 / 犬山犬子 / 山寺宏一 / 柚木凉香 / 进藤尚美 / 川原庆久 / 麻生智久 / 铃森勘司 / 金田朋子 / 藤原启治 / 兴_里美	剧情 / 喜剧 / 动画	日本	日语 	92
谍影重重	2002	8.6	346191	道格·里曼	托尼·吉尔罗伊 / 罗伯特·鲁德鲁姆 / W·布莱克·赫伦	马特·达蒙 / 弗朗卡·波滕特 / 克里斯·库珀 / 克莱夫·欧文 / 朱丽娅·斯蒂尔斯 / 布莱恩·考克斯 / 阿德沃尔·阿吉纽依-艾格拜吉 / 加布里埃尔·曼 / 沃尔顿·戈金斯 / 约什·汉密尔顿 / 奥尔索·马利亚·奎利尼	动作 / 悬疑 / 惊悚	美国	英语 	119
香水	2006	8.5	458621	汤姆·提克威	安德鲁·伯金 / 贝尔恩德·艾辛格 / 汤姆·提克威 / 帕特里克·聚斯金德	本·卫肖 / 艾伦·瑞克曼 / 蕾切儿·哈伍德 / 达斯汀·霍夫曼 / 大卫·卡尔德 / 比吉特·米尼希迈尔 / 卡洛斯·格拉马赫 / 西恩·托马斯 / 佩里·米尔沃德 / 山姆·道格拉斯 / 卡洛琳·赫弗斯 / 卡罗丽娜·维拉·斯克利亚 / 莎拉·弗里斯蒂 / 科琳娜·哈弗奇 / 杰西卡·施瓦茨 / 约翰·赫特 / 拉蒙·普霍尔	剧情 / 犯罪 / 奇幻	德国	英语	147
无间道2	2003	8.6	334651	刘伟强 / 麦兆辉	麦兆辉 / 庄文强	陈冠希 / 余文乐 / 曾志伟 / 黄秋生 / 吴镇宇 / 刘嘉玲 / 胡军 / 张耀扬 / 杜汶泽 / 连凯 / 廖启智 / 惠英红	剧情 / 动作 / 惊悚 / 犯罪	中国	粤语 	119
千钧一发	1997	8.8	210454	安德鲁·尼科尔	安德鲁·尼科尔	伊桑·霍克 / 乌玛·瑟曼 / 裘德·洛 / 艾伦·阿金 / 戈尔·维达尔 / 山德·贝克利 / 劳恩·迪恩 / 简妮·布鲁克 / 伊莱亚斯·科泰斯 / 玛娅·鲁道夫 / 伍娜·戴蒙 / 布莱尔·安德伍德 / 梅森·甘布 / 威廉姆·李·斯科特 / 欧内斯特·博格宁 / 托尼·夏尔赫布 / 肯·马里诺 / 加布里埃尔·瑞丝 / 迪恩·诺里斯 / 丹格里芬 / 格雷戈·赛斯特罗 / Elizabeth Dennehy / 查德·克里斯特 / George Marshall Ruge	剧情 / 科幻 / 惊悚	美国	英语 	106
东京物语	1953	9.2	106462	小津安二郎	野田高梧 / 小津安二郎	笠智众 / 原节子 / 杉村春子 / 东山千荣子 / 山村聪 / 香川京子	剧情 / 家庭	日本	日语	136
黑客帝国2：重装上阵	2003	8.6	305302	莉莉·沃卓斯基 / 拉娜·沃卓斯基	莉莉·沃卓斯基 / 拉娜·沃卓斯基	基努·里维斯 / 劳伦斯·菲什伯恩 / 凯瑞-安·莫斯 / 雨果·维文 / 莫妮卡·贝鲁奇 / 赫尔穆特·巴凯蒂斯 / 斯蒂夫·巴什托尼 / 克里斯汀·阿努 / 丹尼尔·伯哈特 / 约瑟芬·白内斯 / 安迪·阿尼斯 / 贾达·萍克·史密斯 / 邹兆龙 / 埃茜·戴维斯 / 纳许·埃哲顿 / 格洛丽亚·福斯特 / 大卫·富兰克林 / 诺娜·加耶 / 小罗伊·琼斯 / 大卫·基尔德 / 兰德尔·杜克·金 / 克里斯托弗·卡比 / 纳撒尼尔·利斯 / 哈里·伦尼克斯 / 罗伯特·马莫内 / 马特·麦科姆 / 罗宾·奈文 / 大卫·诺 / 吉娜薇·欧瑞丽 / 苏格拉底·奥图 / 哈罗德·佩里诺 / 阿德里安·雷梅特 / 尼尔·雷梅特 / 鲁伯特·雷德 / 大卫·罗伯茨 / 凯文·斯科特 / 尼坎德罗·托马斯 / 吉娜·托瑞斯 / 史蒂夫·维拉 / 克莱顿·华生 / 康奈尔·韦斯特 / 雷·沃纳尔 / 伯纳德·怀特 / 朗贝尔·维尔森 / 安东尼·布兰登·黄 / 安东尼·泽比	动作 / 科幻	美国	英语 	138
驴得水	2016	8.4	751115	周申 / 刘露	周申 / 刘露	任素汐 / 大力 / 刘帅良 / 裴魁山 / 阿如那 / 韩彦博 / 卜冠今 / 王_ / 高阳 / 苏千越 / 麦亚瑟 / 王峰	剧情 / 喜剧	中国	汉语普通话	111
朗读者	2008	8.6	393363	史蒂芬·戴德利	戴维·黑尔 / 本哈德·施林克	凯特·温丝莱特 / 大卫·克劳斯 / 拉尔夫·费因斯 / 詹妮特·海因 / 苏珊娜·洛塔尔 / Alissa Wilms / 弗罗里安·巴西奥罗麦 / 弗里德里克·贝希特 / 马蒂亚斯·哈比希 / Frieder Venus / Marie-Anne Fliegel / Hendrik Arnst / Rainer Sellien / 托尔斯滕·米凯利斯 / Moritz Grove	剧情 / 爱情	美国	英语 	124
崖上的波妞	2008	8.5	374655	宫崎骏	宫崎骏	奈良柚莉爱 / 土井洋辉 / 山口智子 / 长岛一茂 / 天海_希 / 所乔治 / __美 / 矢野显子 / 吉行和子 / 奈良冈朋子 / 左时枝 / 羽鸟慎一 / 平冈映美 / 大桥望美	动画 / 奇幻 / 冒险	日本	日语	101
再次出发之纽约遇见你	2013	8.6	344397	约翰·卡尼	约翰·卡尼	凯拉·奈特莉 / 马克·鲁弗洛 / 亚当·莱文 / 詹姆斯·柯登 / 海莉·斯坦菲尔德 / 凯瑟琳·基纳 / 茅斯·达夫 / 罗伯·莫洛 / 伊恩·布罗茨基 / 香农·沃尔什 / 大卫·埃伯利斯 / 马科·阿桑特 / 玛丽·凯瑟琳·歌瑞森 / 詹·雅各布 / 席洛·格林 / 詹妮弗·李·杰克逊 / 特里·刘易斯 / 吉米·帕伦博 / 西蒙·德兰尼 / 丹妮尔·布里瑟布瓦 / 基恩·鲁弗洛 / 尼古拉斯·丹尼尔·冈萨雷斯 / 麦迪·科尔曼 / 阿雅·卡什 / 大卫·彭德尔顿 / 保罗·罗梅罗 / 安德鲁·塞伦 / 凯伦·皮特曼 / 罗恩·沃斯	喜剧 / 爱情 / 音乐	美国	英语	104
我爱你	2011	9.1	130704	秋昌_	姜草 / 秋昌_	宋在浩 / 李顺载 / 尹秀晶 / 金秀美 / 宋智孝 / 吴达洙	剧情 / 爱情	韩国	韩语	118
